4.1	0.7	
3.95	0.8	
3.95	0.75	
3.85	0.85	
4	0.85	
3.65	0.8	
4	0.8	
3.9	0.75	
3.65	0.6	
4.1	0.6	
4	0.9	
3.95	0.9	
3.95	0.9	
4	0.8	
4	0.8	
3.7	0.75	
3.4	0.8	
3.8	0.75	
3.9	0.85	
3.9	0.8	
$
3.8875	0.7875	
3.9	2.65	
3.95	2.65	
4.1	2.5	
4.05	2.5	
3.95	2.45	
3.95	2.35	
4	2.65	
4.15	2.25	
4.25	2.45	
4.25	2.55	
4.25	2.55	
4.2	2.6	
3.7	3.1	
4.05	2.8	
4.15	2.75	
$
4.06	2.58667	
5.05	4	
4.8	4.25	
5.05	4	
4.6	3.7	
4.75	4	
5.1	4.05	
4.6	3.8	
4.85	3.55	
4.9	3.8	
4.8	3.8	
4.75	3.65	
5	3.9	
5.2	3.9	
4.6	3.85	
5.1	3.7	
5.1	4	
4.6	3.9	
4.85	4	
4.75	3.65	
5	3.75	
4.9	4	
5	3.7	
5	4.1	
5	4.1	
4.85	3.75	
4.75	3.6	
4.8	3.85	
$
4.87963	3.86481	
5.4	4.3	
5.3	4.35	
5.75	4.45	
5.15	4.6	
5.25	4.35	
5.85	4.2	
5.35	4.2	
$
5.43571	4.35	
4.45	2.65	
4.3	2.7	
4.35	2.7	
4.3	2.75	
4.45	2.85	
4.3	2.85	
4.25	2.7	
4.25	2.9	
4.3	3	
4.55	2.8	
4.2	3	
4.45	2.95	
4.2	3	
4.45	3	
4.5	3.05	
4.55	3	
4.65	2.8	
$
4.38235	2.86471	
4.1	3.5	
4.1	3.25	
4.25	3.5	
4.3	3.75	
4.2	3.45	
4.25	3.5	
4.35	3.35	
4.35	3.5	
4.4	3.45	
4.45	3.45	
4.4	3.2	
4.55	3.6	
4.5	3.35	
4.5	3.3	
4.55	3.35	
4.5	3.3	
4.55	3.3	
4.55	3.3	
$
4.38056	3.41111	
4.9	0.7	
4.65	1.05	
4.55	0.85	
5.05	0.95	
4.65	0.85	
4.75	1	
4.65	0.8	
4.85	0.8	
$
4.75625	0.875	
3.65	2.15	
3.65	2.15	
3.5	2.25	
3.8	2.05	
$
3.65	2.15	
5.1	3.05	
4.8	3	
5	3.2	
4.65	3.05	
4.8	3.15	
4.75	2.95	
4.9	2.9	
4.8	2.9	
4.8	3.1	
4.85	3.35	
4.7	3.05	
4.9	3.1	
$
4.8375	3.06667	
4.2	1.1	
4.45	0.9	
4.4	0.95	
4.4	0.95	
4.1	1.05	
4.2	1	
4.35	0.85	
4.4	0.95	
4.25	1.1	
4.45	1.15	
4.45	0.9	
4.5	0.85	
4.3	0.8	
4.3	0.8	
4.3	0.85	
4.3	0.8	
4.5	0.75	
4.25	0.85	
4.25	0.8	
4.2	0.85	
4.15	0.8	
4.1	0.9	
$
4.30909	0.906818	
